product_ref,filename_or_slot,shot_type,verdict,reason,target_set_position,sector,assigned_tier
Bean Bag,bean bag.png,white_seamless_hero,KEEP,"Crisp photoreal bean bag on white, fabric weave reads well.",1,School,long-tail
Bean Bag,slot:three_quarter_angle,three_quarter_angle,MISSING,Need angled view to show depth and form.,2,School,long-tail
Bean Bag,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need diameter and height to plan space.,3,School,long-tail
Carrel Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero for catalog lead image.,1,School,standard
Carrel Desk,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need width and depth to plan library rows.,2,School,standard
Carrel Desk,slot:full_room_scene,full_room_scene,MISSING,No library context showing carrels in a bank.,3,School,standard
Carrel Desk,Carrel Desk.png,three_quarter_angle,KEEP,"Clean photoreal carrel on white, privacy panels and shelf clear.",4,School,standard
Carrel Desk,slot:texture_macro,texture_macro,MISSING,No laminate edge/finish closeup for wear check.,5,School,standard
Classroom Plastic Chair,Plastic Chair 2.png,three_quarter_angle,KEEP,"Crisp blue colorway, clean white, shows mobile caster base.",1,School,standard
Classroom Plastic Chair,Plastic Chair 3.png,three_quarter_angle,REDO,"Tiny low-res thumbnail, soft and unspecable for a buyer.",1,School,standard
Classroom Plastic Chair,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need seat height and stack count to order.,2,School,standard
Classroom Plastic Chair,slot:full_room_scene,full_room_scene,MISSING,No classroom row context to show fit.,3,School,standard
Classroom Plastic Chair,Plastic Chair 1.png,three_quarter_angle,KEEP,"Sharp grey shell on casters, photoreal, sells stackable spec.",4,School,standard
Classroom Plastic Chair,Plastic Chair 4.png,three_quarter_angle,REDO,"Different chair design than set, off-brand inconsistency confuses buyer.",4,School,standard
Classroom Plastic Chair,slot:texture_macro,texture_macro,MISSING,No polypropylene shell closeup for durability proof.,5,School,standard
Desk-Chair,Desk-Chair 1.png,three_quarter_angle,REDO,"Tiny low-res thumbnail, soft and unspecable for a buyer.",1,School,standard
Desk-Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero on clean white for catalog.,1,School,standard
Desk-Chair,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need seat height and tablet size to spec.,2,School,standard
Desk-Chair,slot:full_room_scene,full_room_scene,MISSING,No classroom context showing chairs in use.,3,School,standard
Desk-Chair,Desk-Chair 2.png,three_quarter_angle,KEEP,"Sharp photoreal wood tablet-arm chair, sells integrated writing surface.",4,School,standard
Desk-Chair,Desk-Chair 3.png,three_quarter_angle,REDO,"Different cantilever design than set, breaks product consistency.",4,School,standard
Desk-Chair,Desk-Chair 4.png,three_quarter_angle,REDO,"Duplicate of Desk-Chair 2, adds no new buyer information.",4,School,standard
Desk-Chair,slot:texture_macro,texture_macro,MISSING,No wood-grain or finish closeup for wear check.,5,School,standard
Double Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean white hero of the two-seat desk alone.,1,School,standard
Double Desk,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need shared-frame width and per-seat space.,2,School,standard
Double Desk,double desk.png,full_room_scene,REDO,Apple logo on laptop prop is in-image third-party branding.,3,School,standard
Double Desk,slot:three_quarter_angle,three_quarter_angle,MISSING,No clean angled view of frame and storage cubbies.,4,School,standard
Double Desk,slot:texture_macro,texture_macro,MISSING,No laminate-top finish closeup for durability check.,5,School,standard
Ergonomic Student Chair,ergonomic student chair.png,three_quarter_angle,REDO,In-image text 'ErgoStudy' on backrest reads as watermark logo.,1,School,standard
Ergonomic Student Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,Need clean unbranded hero of the contoured-shell chair.,1,School,standard
Ergonomic Student Chair,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need seat-height range to match student sizes.,2,School,standard
Ergonomic Student Chair,slot:full_room_scene,full_room_scene,MISSING,No classroom context showing chairs in use.,3,School,standard
Ergonomic Student Chair,ergonomic student chair 1.png,three_quarter_angle,REDO,"Different task-chair design, no contoured shell, off-set inconsistency.",4,School,standard
Ergonomic Student Chair,ergonomic student chair 2.png,three_quarter_angle,REDO,"Tablet-arm chair, wrong product type for this ergonomic seat.",4,School,standard
Ergonomic Student Chair,ergonomic student chair 3.png,three_quarter_angle,REDO,"Mesh executive chair, off-brand and inconsistent with the set.",4,School,standard
Ergonomic Student Chair,slot:texture_macro,texture_macro,MISSING,No shell/frame finish closeup for durability proof.,5,School,standard
Group Study Table,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean white hero of the table alone for catalog.,1,School,standard
Group Study Table,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need length and seating capacity to plan rooms.,2,School,standard
Group Study Table,group study table.png,full_room_scene,KEEP,"Photoreal six-seat library scene, shows scale and group use.",3,School,standard
Group Study Table,slot:three_quarter_angle,three_quarter_angle,MISSING,No clean angled view of steel base and worktop.,4,School,standard
Group Study Table,slot:texture_macro,texture_macro,MISSING,No laminate worktop finish closeup for wear check.,5,School,standard
Library Reading Armchair,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero for spec listing,1,School,considered
Library Reading Armchair,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for procurement sizing,2,School,considered
Library Reading Armchair,slot:material_swatch_row,material_swatch_row,MISSING,No fabric/finish options for buyer,3,School,considered
Library Reading Armchair,slot:full_room_scene,full_room_scene,MISSING,No library context shot,4,School,considered
Library Reading Armchair,armchair.png,three_quarter_angle,KEEP,"Photoreal three-quarter on white, sharp upholstery, sells to buyer",5,School,considered
Library Reading Armchair,slot:hardware_detail,hardware_detail,MISSING,No leg/base joinery close-up,6,School,considered
Library Reading Armchair,slot:functional_transformation,functional_transformation,MISSING,No durability/seam detail proof,7,School,considered
Library Upholstered Reading Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero shot,1,School,considered
Library Upholstered Reading Chair,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for sizing,2,School,considered
Library Upholstered Reading Chair,slot:material_swatch_row,material_swatch_row,MISSING,No upholstery options shown,3,School,considered
Library Upholstered Reading Chair,slot:full_room_scene,full_room_scene,MISSING,No library setting context,4,School,considered
Library Upholstered Reading Chair,upholstered chair.png,three_quarter_angle,KEEP,"Photoreal three-quarter, clean stitching visible, sells well",5,School,considered
Library Upholstered Reading Chair,upholstered chair (2).png,three_quarter_angle,REDO,Visible AI sparkle watermark bottom-right; in-image artifact,5,School,considered
Library Upholstered Reading Chair,slot:hardware_detail,hardware_detail,MISSING,No wood-leg joint close-up,6,School,considered
Library Upholstered Reading Chair,slot:functional_transformation,functional_transformation,MISSING,No high-traffic durability proof,7,School,considered
Medium Bookshelf,Medium Bookshelf.png,white_seamless_hero,KEEP,"Photoreal front hero, clean wood grain, styled clearly",1,School,standard
Medium Bookshelf,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for shelf spacing,2,School,standard
Medium Bookshelf,slot:full_room_scene,full_room_scene,MISSING,No library context shot,3,School,standard
Medium Bookshelf,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth,4,School,standard
Medium Bookshelf,slot:texture_macro,texture_macro,MISSING,No laminate/edge-banding close-up,5,School,standard
Metal Teacher Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero shot,1,School,standard
Metal Teacher Desk,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for sizing,2,School,standard
Metal Teacher Desk,slot:full_room_scene,full_room_scene,MISSING,No classroom context shot,3,School,standard
Metal Teacher Desk,metal teacher desk.png,three_quarter_angle,KEEP,"Photoreal angle, shows drawer pedestal and steel frame clearly",4,School,standard
Metal Teacher Desk,slot:texture_macro,texture_macro,MISSING,No worktop/drawer-lock close-up,5,School,standard
Portable Teacher Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero shot,1,School,considered
Portable Teacher Desk,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for sizing,2,School,considered
Portable Teacher Desk,slot:material_swatch_row,material_swatch_row,MISSING,No finish options shown,3,School,considered
Portable Teacher Desk,slot:full_room_scene,full_room_scene,MISSING,No classroom context shot,4,School,considered
Portable Teacher Desk,Portable Teacher Desk.png,three_quarter_angle,KEEP,"Photoreal angle showing casters, drawer, cup holder clearly",5,School,considered
Portable Teacher Desk,slot:hardware_detail,hardware_detail,MISSING,No locking-caster close-up,6,School,considered
Portable Teacher Desk,slot:functional_transformation,functional_transformation,MISSING,No mobility/fold demonstration,7,School,considered
Short Bookshelf,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero shot,1,School,long-tail
Short Bookshelf,short bookshelf.png,three_quarter_angle,KEEP,"Photoreal angle, clean wood, shows open low shelving clearly",2,School,long-tail
Short Bookshelf,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for low-reader height,3,School,long-tail
Single Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero shot,1,School,standard
Single Desk,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for sizing,2,School,standard
Single Desk,slot:full_room_scene,full_room_scene,MISSING,No classroom context shot,3,School,standard
Single Desk,Single Desk.png,three_quarter_angle,KEEP,"Photoreal angle, clean oak top and drawer; reads as spec-able",4,School,standard
Single Desk,slot:texture_macro,texture_macro,MISSING,No laminate/edge close-up,5,School,standard
Single Study Table,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight front hero shot,1,School,standard
Single Study Table,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for sizing,2,School,standard
Single Study Table,slot:full_room_scene,full_room_scene,MISSING,No library context shot,3,School,standard
Single Study Table,single study table.png,three_quarter_angle,REDO,Visible AI sparkle watermark bottom-right; in-image artifact,4,School,standard
Single Study Table,slot:texture_macro,texture_macro,MISSING,No wood-grain/edge close-up,5,School,standard
Tall Bookshelf,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on hero on seamless white for catalog.,1,School,standard
Tall Bookshelf,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions; buyers need height and footprint to spec.,2,School,standard
Tall Bookshelf,slot:full_room_scene,full_room_scene,MISSING,No library-context scene showing scale in use.,3,School,standard
Tall Bookshelf,Tall Bookshelf.jpg,three_quarter_angle,KEEP,"Sharp photoreal three-quarter, adjustable shelves clear, sells storage capacity.",4,School,standard
Tall Bookshelf,slot:texture_macro,texture_macro,MISSING,No veneer close-up to prove finish durability.,5,School,standard
Wooden Teacher Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No frontal seamless hero for primary listing image.,1,School,standard
Wooden Teacher Desk,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing; classroom buyers need worksurface size.,2,School,standard
Wooden Teacher Desk,slot:full_room_scene,full_room_scene,MISSING,No classroom context showing desk in use.,3,School,standard
Wooden Teacher Desk,Wooden Teacher Desk.png,three_quarter_angle,KEEP,"Photoreal, drawers and open shelf visible, clean white, on-brand.",4,School,standard
Wooden Teacher Desk,slot:texture_macro,texture_macro,MISSING,No close-up of veneer/laminate finish and edge.,5,School,standard
2-Door Wardrobe,2-Door Wardrobe.png,white_seamless_hero,REDO,Diamond watermark bottom-right; doors shut so storage unseen.,1,University,standard
2-Door Wardrobe,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions for dorm-room fit planning.,2,University,standard
2-Door Wardrobe,slot:full_room_scene,full_room_scene,MISSING,No dorm context showing scale and placement.,3,University,standard
2-Door Wardrobe,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth and doors open.,4,University,standard
2-Door Wardrobe,slot:texture_macro,texture_macro,MISSING,No finish close-up proving veneer quality.,5,University,standard
3-Door Wardrobe,3-door wardrobe.png,white_seamless_hero,KEEP,"Clean photoreal frontal, no watermark, doors and handles crisp.",1,University,standard
3-Door Wardrobe,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for residence-hall fit-out.,2,University,standard
3-Door Wardrobe,slot:full_room_scene,full_room_scene,MISSING,No dorm context showing full-length storage in use.,3,University,standard
3-Door Wardrobe,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth and interior.,4,University,standard
3-Door Wardrobe,slot:texture_macro,texture_macro,MISSING,No finish macro proving veneer durability.,5,University,standard
Attached Desk-Chair,attached desk-chair 2.png,white_seamless_hero,REDO,Tiny low-res thumbnail plus watermark; too soft to spec.,1,University,considered
Attached Desk-Chair,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for lecture-row spacing.,2,University,considered
Attached Desk-Chair,slot:material_swatch_row,material_swatch_row,MISSING,No upholstery and laminate color options shown.,3,University,considered
Attached Desk-Chair,slot:full_room_scene,full_room_scene,MISSING,No lecture-hall context showing rows in use.,4,University,considered
Attached Desk-Chair,attached desk-chair.png,three_quarter_angle,REDO,Diamond watermark bottom-right disqualifies otherwise photoreal angle.,5,University,considered
Attached Desk-Chair,slot:hardware_detail,hardware_detail,MISSING,No close-up of caster base and swing mechanism.,6,University,considered
Attached Desk-Chair,slot:functional_transformation,functional_transformation,MISSING,No tablet swivel or stow motion demonstrated.,7,University,considered
Cushioned Seating,slot:white_seamless_hero,white_seamless_hero,MISSING,No correct fixed-row seating hero on white.,1,University,considered
Cushioned Seating,slot:dimension_diagram,dimension_diagram,MISSING,No row dimensions for tiered-hall layout planning.,2,University,considered
Cushioned Seating,slot:material_swatch_row,material_swatch_row,MISSING,No upholstery fabric and color options shown.,3,University,considered
Cushioned Seating,slot:full_room_scene,full_room_scene,MISSING,No tiered lecture-hall context with seats installed.,4,University,considered
Cushioned Seating,cushioned seating.png,three_quarter_angle,REDO,"Wrong product (loose sofa, not fixed tiered row) plus watermark.",5,University,considered
Cushioned Seating,slot:hardware_detail,hardware_detail,MISSING,No armrest and seat-mount fixing close-up.,6,University,considered
Cushioned Seating,slot:functional_transformation,functional_transformation,MISSING,No tip-up seat action demonstrated.,7,University,considered
Dormitory Sliding Door Wardrobe,slot:white_seamless_hero,white_seamless_hero,MISSING,No closed-door frontal hero for primary listing.,1,University,considered
Dormitory Sliding Door Wardrobe,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions for tight dorm-floor-plan fit.,2,University,considered
Dormitory Sliding Door Wardrobe,slot:material_swatch_row,material_swatch_row,MISSING,No finish color options shown.,3,University,considered
Dormitory Sliding Door Wardrobe,slot:full_room_scene,full_room_scene,MISSING,No dorm context showing space-saving slide in use.,4,University,considered
Dormitory Sliding Door Wardrobe,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing cabinet depth.,5,University,considered
Dormitory Sliding Door Wardrobe,slot:hardware_detail,hardware_detail,MISSING,No close-up of top-track glide system.,6,University,considered
Dormitory Sliding Door Wardrobe,Sliding Door Wardrobe.png,functional_transformation,KEEP,"Photoreal, sliding door open showing rail, shelves, drawers; no watermark.",7,University,considered
Dormitory Twin Bunk Bed,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on hero on seamless white.,1,University,considered
Dormitory Twin Bunk Bed,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions for dorm-room and ceiling clearance.,2,University,considered
Dormitory Twin Bunk Bed,slot:material_swatch_row,material_swatch_row,MISSING,No frame finish options shown.,3,University,considered
Dormitory Twin Bunk Bed,slot:full_room_scene,full_room_scene,MISSING,No dorm context showing two students' setup.,4,University,considered
Dormitory Twin Bunk Bed,twin bunk bed.png,three_quarter_angle,KEEP,"Photoreal angle, safety rails and ladder clear, clean white, no watermark.",5,University,considered
Dormitory Twin Bunk Bed,slot:hardware_detail,hardware_detail,MISSING,No welded-joint close-up proving heavy-duty build.,6,University,considered
Dormitory Twin Bunk Bed,slot:functional_transformation,functional_transformation,MISSING,No detachable-to-two-singles demonstration.,7,University,considered
Double Study Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean isolated hero of the desk pair,1,University,standard
Double Study Desk,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for procurement spec,2,University,standard
Double Study Desk,double study desk.png,full_room_scene,KEEP,Photoreal styled two-person desk in context; sells dorm fit-out,3,University,standard
Double Study Desk,slot:three_quarter_angle,three_quarter_angle,MISSING,No clean angled product-only view,4,University,standard
Double Study Desk,slot:texture_macro,texture_macro,MISSING,No laminate worktop closeup for durability,5,University,standard
Fixed Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean front hero on seamless white,1,University,standard
Fixed Desk,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for lecture-row spec,2,University,standard
Fixed Desk,slot:full_room_scene,full_room_scene,MISSING,No lecture-hall context for buyer,3,University,standard
Fixed Desk,Fixed Desk.png,three_quarter_angle,REDO,Sharp angle but AI sparkle watermark bottom-right; not spec-clean,4,University,standard
Fixed Desk,slot:texture_macro,texture_macro,MISSING,No laminate-top closeup for wear assessment,5,University,standard
Fixed Seating,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on hero of the seating unit,1,University,considered
Fixed Seating,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for row planning,2,University,considered
Fixed Seating,slot:material_swatch_row,material_swatch_row,MISSING,No upholstery/frame finish options shown,3,University,considered
Fixed Seating,slot:full_room_scene,full_room_scene,MISSING,No tiered-seating context for buyer,4,University,considered
Fixed Seating,fixed seating unit.png,three_quarter_angle,KEEP,"Clean photoreal three-seat bench; reads spec-able, no defects",5,University,considered
Fixed Seating,slot:hardware_detail,hardware_detail,MISSING,No frame-to-shell joint or mount detail,6,University,considered
Fixed Seating,slot:functional_transformation,functional_transformation,MISSING,No ganging/connector demonstration,7,University,considered
Full Bunk Bed,full bunk bed.png,white_seamless_hero,KEEP,Sharp photoreal front hero with bedding; sells dorm safety frame,1,University,considered
Full Bunk Bed,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for ceiling/clearance planning,2,University,considered
Full Bunk Bed,slot:material_swatch_row,material_swatch_row,MISSING,No wood-finish options shown,3,University,considered
Full Bunk Bed,slot:full_room_scene,full_room_scene,MISSING,No dorm-room context for buyer,4,University,considered
Full Bunk Bed,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth and ladder,5,University,considered
Full Bunk Bed,slot:hardware_detail,hardware_detail,MISSING,No guard-rail or bolt joinery closeup for safety,6,University,considered
Full Bunk Bed,slot:functional_transformation,functional_transformation,MISSING,No de-bunk/separation demonstration,7,University,considered
Metal Podium,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean front hero on seamless white,1,University,standard
Metal Podium,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing with reading-surface height,2,University,standard
Metal Podium,slot:full_room_scene,full_room_scene,MISSING,No lecture-hall stage context,3,University,standard
Metal Podium,Metal Podium.png,three_quarter_angle,REDO,Photoreal but AI sparkle watermark bottom-right; not clean spec asset,4,University,standard
Metal Podium,slot:texture_macro,texture_macro,MISSING,No brushed-metal finish closeup,5,University,standard
Movable Seating,slot:white_seamless_hero,white_seamless_hero,MISSING,No single-unit hero on seamless white,1,University,considered
Movable Seating,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing per modular unit,2,University,considered
Movable Seating,slot:material_swatch_row,material_swatch_row,MISSING,No upholstery color/finish options shown,3,University,considered
Movable Seating,slot:full_room_scene,full_room_scene,MISSING,No flexible-layout room context,4,University,considered
Movable Seating,slot:three_quarter_angle,three_quarter_angle,MISSING,No clean angled single-unit view,5,University,considered
Movable Seating,slot:hardware_detail,hardware_detail,MISSING,No ganging-connector closeup,6,University,considered
Movable Seating,movable seating unit.png,modular_reconfig,REDO,Modular sectional but flat soft lighting; reads dreamy not operator-sharp,7,University,considered
Single Study Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean front hero on seamless white,1,University,standard
Single Study Desk,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for dorm footprint,2,University,standard
Single Study Desk,slot:full_room_scene,full_room_scene,MISSING,No dorm-room context for buyer,3,University,standard
Single Study Desk,single study desk.png,three_quarter_angle,REDO,Sharp desk but AI sparkle plus faint foliage artifacts; not clean spec asset,4,University,standard
Single Study Desk,slot:texture_macro,texture_macro,MISSING,No laminate-top closeup for durability,5,University,standard
Smart Podium,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean front hero on seamless white,1,University,considered
Smart Podium,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing with AV/screen dimensions,2,University,considered
Smart Podium,slot:material_swatch_row,material_swatch_row,MISSING,No finish options shown,3,University,considered
Smart Podium,slot:full_room_scene,full_room_scene,MISSING,No lecture-hall stage context,4,University,considered
Smart Podium,Smart Podium.png,three_quarter_angle,REDO,In-image screen UI text/logo plus AI sparkle watermark; not clean asset,5,University,considered
Smart Podium,slot:hardware_detail,hardware_detail,MISSING,No cable-management or AV-mount closeup,6,University,considered
Smart Podium,slot:functional_transformation,functional_transformation,MISSING,No AV/cable-routing demonstration,7,University,considered
Twin XL Bunk Bed,Twin XL Bunk Bed.png,three_quarter_angle,KEEP,"Photoreal steel-frame bunk, sharp, clean seamless; reads spec-able for dorms",1,University,standard
Twin XL Bunk Bed,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need bunk height and footprint for room planning,2,University,standard
Twin XL Bunk Bed,slot:full_room_scene,full_room_scene,MISSING,No dorm-room context shown for scale and fit,3,University,standard
Twin XL Bunk Bed,slot:texture_macro,texture_macro,MISSING,No close-up of steel frame finish and welds,5,University,standard
Wall-Mounted Study Desk,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight catalog hero on pure seamless background,1,University,long-tail
Wall-Mounted Study Desk,wall-mounted study desk.png,three_quarter_angle,KEEP,"Photoreal laminate desk with drawer, sharp, clean; spec-able wall-mount unit",2,University,long-tail
Wall-Mounted Study Desk,slot:dimension_diagram,dimension_diagram,MISSING,"Wall-mount needs width, depth, and bracket spacing specs",3,University,long-tail
Wooden Podium,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean hero; existing shot carries a watermark artifact,1,University,long-tail
Wooden Podium,wooden podium.png,three_quarter_angle,REDO,Visible sparkle watermark artifact bottom-right; in-image mark fails spec bar,2,University,long-tail
Wooden Podium,slot:dimension_diagram,dimension_diagram,MISSING,Lecture-hall buyers need podium height and base footprint,3,University,long-tail
